Jogador,Nacao,Posicao,Equipe,Idade,Jogos_disputados,Jogos_iniciados,Gols,Assistencias,Penaltis_batidos,Penaltis_convertidos,Amarelos,Vermelhos,Xg,Xag,Carregadas_progressivas,Passes_progressivos,Passes_progressivos_recebidos
Alidu Seidu,gh GHA,ZG,Clermont Foot,23,14,13,0,1,0,0,5,1,0.1,0.7,16,33,3
Matz Sels,be BEL,G,Strasbourg,31,19,19,0,0,0,0,2,0,0.0,0.5,0,0,0
Marvin Senaya,tg TOG,"ZG,LT",Strasbourg,22,32,23,1,1,0,0,5,1,1.2,2.8,48,74,81
Sofiane Sidi Ali,fr FRA,LT,Marseille,28,2,0,0,0,0,0,0,0,0.0,0.0,0,1,3
Vincent Sierro,ch SUI,LT,Toulouse,27,30,25,6,2,4,5,8,0,5.9,2.3,17,135,73
Caio Henrique Oliveira Silva,br BRA,ZG,Monaco,26,9,7,0,5,0,0,0,0,0.2,1.3,16,33,54
Moses Simon,ng NGA,"AT,LT",Nantes,28,22,21,3,5,1,1,0,0,4.1,3.7,146,36,214
Wilfried Singo,ci CIV,ZG,Monaco,22,25,24,1,1,0,0,8,1,0.8,1.0,38,145,31
Ayanda Sishuba,be BEL,"LT,AT",Lens,18,7,0,0,0,0,0,0,0,0.9,0.0,7,1,10
Ibrahima Sissoko,ml MLI,LT,Strasbourg,25,27,18,0,1,0,0,7,0,1.0,1.7,15,88,18
Moussa Sissoko,fr FRA,LT,Nantes,33,26,21,0,0,0,0,7,0,1.3,1.1,30,74,59
Milan Škriniar,sk SVK,ZG,Paris S-G,28,24,17,0,0,0,0,1,0,0.2,0.1,5,61,1
Naatan Skyttä,fi FIN,"LT,AT",Toulouse,21,8,0,0,0,0,0,0,0,0.5,0.6,1,12,12
Eduard Sobol,ua UKR,ZG,Strasbourg,28,3,0,0,0,0,0,0,0,0.0,0.0,2,1,0
Emran Soglo,eng ENG,"LT,ZG",Marseille,18,3,1,1,1,0,0,1,0,0.1,0.2,1,3,8
Carlos Soler,es ESP,"LT,ZG",Paris S-G,26,24,12,2,2,0,0,1,0,1.5,2.4,15,74,59
Florian Sotoca,fr FRA,"LT,AT",Lens,32,32,29,7,6,4,4,4,1,9.1,6.5,56,156,253
Issa Soumaré,sn SEN,"AT,LT",Le Havre,22,7,3,0,0,0,0,0,0,0.4,0.6,4,4,18
Saidou Sow,gn GUI,ZG,Strasbourg,21,10,8,0,1,0,0,2,0,0.3,0.5,1,24,0
Stijn Spierings,nl NED,LT,Toulouse,27,22,16,0,1,0,0,5,0,0.4,0.6,16,157,22
Stijn Spierings,nl NED,LT,Lens,27,4,1,0,0,0,0,2,0,0.0,0.0,0,9,4
Benjamin Stambouli,fr FRA,LT,Reims,32,7,3,0,1,0,0,4,0,0.1,0.1,2,8,2
Gabriel Suazo,cl CHI,ZG,Toulouse,25,31,27,0,4,0,0,5,0,0.7,3.0,44,114,166
Abakar Sylla,ci CIV,ZG,Strasbourg,20,22,19,2,0,0,0,4,0,1.6,0.5,8,72,2
Dembo Sylla,gn GUI,ZG,Lorient,20,1,0,0,0,0,0,0,0,0.1,0.0,0,1,6
Issiaga Sylla,gn GUI,"ZG,AT",Montpellier,29,19,17,1,2,0,0,3,0,1.4,1.7,29,43,51
Musa Al-Taamari,jo JOR,AT,Montpellier,26,27,24,5,2,0,0,0,0,3.6,3.5,81,54,168
Nicolás Tagliafico,ar ARG,ZG,Lyon,30,25,25,3,1,0,0,7,1,2.6,1.0,32,105,119
Montassar Talbi,tn TUN,ZG,Lorient,25,25,25,0,0,0,0,2,0,0.6,0.2,15,88,7
Oussama Targhalline,ma MAR,LT,Le Havre,21,14,12,0,0,0,0,4,1,0.2,0.4,27,70,15
Enzo Tchato,cm CMR,ZG,Montpellier,20,17,11,0,0,0,0,2,0,0.3,0.3,26,46,57
Arnau Tenas,es ESP,G,Paris S-G,22,6,5,0,1,0,0,0,0,0.0,0.8,0,0,0
Martin Terrier,fr FRA,"AT,LT",Rennes,26,24,19,7,3,0,0,2,1,5.2,2.6,28,58,112
Benjamin Tetteh,gh GHA,"AT,LT",Metz,26,12,1,0,0,0,0,2,0,0.3,0.1,3,6,13
Teddy Teuma,mt MLT,LT,Reims,29,28,25,6,3,1,1,7,0,3.1,3.7,29,157,112
Arthur Theate,be BEL,ZG,Rennes,23,28,27,2,0,0,0,4,0,1.9,0.8,33,151,24
Adrien Thomasson,fr FRA,LT,Lens,29,29,13,1,2,0,0,2,1,3.8,3.9,20,68,121
Khéphren Thuram,fr FRA,LT,Nice,22,27,25,1,1,0,0,7,0,3.4,3.7,67,104,57
Cheikh Tidiane Sabaly,sn SEN,"AT,LT",Metz,24,29,17,3,1,0,0,4,0,2.7,1.2,37,36,75
Jean-Clair Todibo,fr FRA,ZG,Nice,23,30,30,0,2,0,0,2,1,0.6,1.6,32,150,11
Corentin Tolisso,fr FRA,LT,Lyon,28,25,21,2,1,1,1,5,0,3.2,1.8,30,153,67
Abdoulaye Touré,gn GUI,LT,Le Havre,29,30,27,2,0,2,2,4,0,3.0,0.9,22,148,25
Souleymane Touré,fr FRA,ZG,Lorient,20,24,23,1,1,0,0,6,0,1.7,0.4,24,73,25
Daouda Traoré,fr FRA,LT,Nice,17,1,0,0,0,0,0,0,0,0.1,0.0,1,1,0
Ismaël Traoré,ci CIV,ZG,Metz,36,26,25,2,0,0,0,2,0,0.8,0.2,1,32,1
Adrien Truffert,fr FRA,ZG,Rennes,21,30,24,1,2,0,0,6,0,1.7,1.8,51,98,181
Matthieu Udol,fr FRA,ZG,Metz,27,30,30,3,3,0,0,5,0,1.4,3.1,46,98,86
Manuel Ugarte Ribeiro,uy URU,LT,Paris S-G,22,25,21,0,2,0,0,5,0,0.6,0.9,16,87,24
Samuel Umtiti,fr FRA,ZG,Lille,29,6,2,0,0,0,0,0,0,0.0,0.0,0,8,0
Kévin Van Den Kerkhof,dz ALG,"AT,LT",Metz,27,29,21,1,2,0,0,2,0,1.5,3.5,65,28,145
Vanderson,br BRA,ZG,Monaco,22,20,20,3,1,0,0,6,1,2.1,1.4,26,71,129
Jordan Veretout,fr FRA,LT,Marseille,30,29,24,1,2,0,0,4,0,2.9,5.0,53,194,81
Alan Virginius,fr FRA,AT,Lille,20,2,1,0,0,0,0,0,0,0.0,0.0,1,2,4
Alan Virginius,fr FRA,AT,Clermont Foot,20,14,12,0,2,0,0,0,0,1.3,1.5,22,21,64
Vitinha,pt POR,AT,Marseille,23,18,10,3,2,0,0,1,0,5.1,2.9,15,23,84
Vitinha,pt POR,LT,Paris S-G,23,28,23,7,4,0,0,0,0,3.1,3.1,41,182,122
Elye Wahi,fr FRA,AT,Montpellier,20,1,0,0,0,0,0,0,0,0.0,0.6,1,1,2
Elye Wahi,fr FRA,AT,Lens,20,27,20,9,3,1,1,10,1,11.5,2.6,52,15,171
Mateusz Wieteska,pl POL,ZG,Clermont Foot,26,2,2,1,0,0,0,0,0,0.1,0.0,0,6,1
Josh Wilson-Esbrand,eng ENG,"ZG,LT",Reims,20,11,5,1,1,0,0,1,0,0.1,1.0,11,19,20
Christopher Wooh,cm CMR,ZG,Rennes,21,18,15,1,0,0,0,3,1,1.3,0.7,8,61,4
Abduqodir Xusanov,uz UZB,ZG,Lens,19,11,9,0,0,0,0,5,0,0.2,0.1,5,23,1
Yusuf Yazıcı,tr TUR,"LT,AT",Lille,26,27,16,5,2,0,0,5,0,5.4,1.9,31,48,90
Kelvin Yeboah,it ITA,AT,Montpellier,23,13,0,0,0,0,0,0,0,0.5,0.3,9,5,25
Bertuğ Yıldırım,tr TUR,AT,Rennes,21,21,2,0,1,0,0,3,0,1.4,0.7,9,11,29
Darlin Yongwa,cm CMR,ZG,Lorient,22,22,11,1,1,0,0,3,0,0.7,1.4,39,43,81
Leny Yoro,fr FRA,ZG,Lille,17,32,30,2,0,0,0,5,0,1.5,0.1,8,68,3
Etienne Youte Kinkoue,fr FRA,ZG,Le Havre,21,22,22,0,0,0,0,1,0,0.4,0.1,12,31,3
Yoram Zague,fr FRA,ZG,Paris S-G,17,5,4,1,0,0,0,1,0,0.3,0.5,2,13,4
Warren Zaire-Emery,fr FRA,"LT,ZG",Paris S-G,17,26,21,2,3,0,0,4,0,1.4,3.2,54,116,90
Denis Zakaria,ch SUI,"LT,ZG",Monaco,26,25,24,4,0,0,0,13,2,1.4,1.1,27,107,23
Mehdi Zeffane,dz ALG,"ZG,LT",Clermont Foot,31,23,15,0,0,0,0,2,0,1.4,0.4,14,53,48
Nathan Zeze,fr FRA,ZG,Nantes,18,13,11,0,0,0,0,1,0,0.3,0.0,1,30,2
Edon Zhegrova,xk KVX,AT,Lille,24,33,25,6,6,0,0,3,1,6.2,6.2,110,90,322
Luc Zogbé,ci CIV,ZG,Brest,18,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
