Jogador,Nacao,Posicao,Equipe,Idade,Jogos_disputados,Jogos_iniciados,Gols,Assistencias,Penaltis_batidos,Penaltis_convertidos,Amarelos,Vermelhos,Xg,Xag,Carregadas_progressivas,Passes_progressivos,Passes_progressivos_recebidos
Rodrigo Abascal,uy URU,ZG,Boavista,29,29,29,2,0,0,0,8,0,1.4,0.6,17,83,19
Antonio Adán,es ESP,G,Sporting CP,36,22,22,0,0,0,0,1,0,0.0,0.0,0,0,0
Dennis Adeniran,eng ENG,LT,Portimonense,24,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Martin Agirregabiria,es ESP,ZG,Famalicão,27,24,13,0,0,0,0,4,0,0.1,0.6,18,52,66
Salvador Agra,pt POR,"AT,ZG",Boavista,31,31,31,3,1,0,0,7,0,2.3,3.6,60,89,174
Matheus Aiás,br BRA,"AT,LT",Moreirense,26,18,5,2,0,0,0,0,0,1.9,0.2,5,14,28
Alan,br BRA,LT,Moreirense,23,33,29,3,4,0,1,5,0,3.9,4.0,63,164,95
Rafael Alcobia,pt POR,ZG,Portimonense,20,3,2,0,0,0,0,0,0,0.0,0.1,2,4,0
Alemão,br BRA,ZG,Portimonense,20,27,27,2,0,0,0,7,0,0.7,0.4,9,43,3
Ali Alipour,ir IRN,AT,Gil Vicente FC,27,19,9,2,0,1,1,1,0,2.7,1.0,8,11,43
Almeida,br BRA,ZG,Estrela,23,7,5,0,1,0,0,1,0,0.0,0.1,2,10,1
Pedro Álvaro,pt POR,ZG,Estoril,23,20,20,0,1,0,0,6,1,0.5,1.1,2,31,4
Pedro Amador,pt POR,ZG,Moreirense,24,21,14,0,1,0,0,0,0,0.1,0.7,30,27,46
Artur Jorge Marques Amorim,pt POR,ZG,Farense,28,9,5,0,0,0,0,3,0,0.2,0.1,2,6,0
André André,pt POR,LT,Vitória,33,18,6,0,3,0,0,9,0,0.4,2.5,17,46,27
Andrew,br BRA,G,Gil Vicente FC,22,32,32,0,0,0,0,0,0,0.0,0.0,0,0,0
Jeremy Antonisse,cw CUW,AT,Moreirense,21,24,2,0,1,0,0,6,1,1.6,1.5,21,23,51
Pedro Aparício,pt POR,"LT,AT",Moreirense,27,15,2,1,0,0,0,2,0,0.9,0.5,7,20,16
Óscar Aranda,es ESP,"AT,LT",Famalicão,21,21,8,1,0,0,0,3,0,0.9,0.8,27,40,24
Henrique Araújo,pt POR,AT,Famalicão,21,20,7,0,0,0,0,1,0,1.4,0.8,6,11,32
Tiago Araújo,pt POR,"ZG,LT",Estoril,22,29,27,2,1,0,0,4,0,1.6,3.2,58,71,157
Tomás Araújo,pt POR,ZG,Benfica,21,13,5,1,0,0,0,0,0,0.4,0.3,6,25,2
Gustavo Assuncao,pt POR,LT,Famalicão,23,20,5,0,0,0,0,5,1,0.1,0.2,7,23,3
Otavio Ataide,br BRA,ZG,Famalicão,21,17,15,2,0,0,0,4,0,0.9,0.2,5,45,3
Otavio Ataide,br BRA,ZG,Porto,21,12,12,0,1,0,0,3,0,0.9,0.2,14,86,4
Fredrik Aursnes,no NOR,ZG,Benfica,27,33,31,2,7,0,0,3,1,2.6,7.1,88,161,254
Chidozie Awaziem,ng NGA,ZG,Boavista,26,24,22,0,1,0,0,7,1,1.1,0.7,5,58,4
Abdul Awudu,gh GHA,"AT,LT",Vizela,22,6,2,0,0,0,0,1,0,0.1,0.1,4,2,19
Amadou Ba-Sy,fr FRA,"AT,LT",Vizela,22,7,0,0,0,0,0,0,0,0.2,0.0,3,3,10
Alexander Bah,dk DEN,ZG,Benfica,25,19,18,2,3,0,0,3,0,1.0,2.2,27,88,111
Elves Baldé,pt POR,"AT,LT",Farense,23,28,9,1,3,0,0,0,0,2.0,1.7,32,27,73
Robson Bambu,br BRA,ZG,Arouca,25,10,10,0,0,0,0,1,0,0.0,0.0,2,16,0
Daniel Bandeira,pt POR,LT,Vitória,23,16,8,1,2,0,0,1,0,0.3,0.8,12,42,8
Simon Banza,cd COD,AT,Braga,26,28,23,21,4,3,3,2,0,16.7,2.3,10,32,125
Rafael Barbosa,pt POR,"LT,AT",Farense,27,27,8,1,1,0,0,1,0,1.4,1.3,14,41,51
Romário Baró,pt POR,"LT,AT",Porto,23,10,2,0,0,0,0,0,0,0.2,0.4,4,13,21
Afonso Bastardo,pt POR,"AT,ZG",Gil Vicente FC,18,4,0,0,0,0,0,0,0,0.0,0.0,1,1,5
Afonso Bastardo,pt POR,LT,Sporting CP,18,1,0,0,0,0,0,0,0,0.0,0.0,2,3,7
Gilberto Batista,pt POR,ZG,Moreirense,19,4,2,0,0,0,0,0,0,0.0,0.1,1,5,0
Ricardo Batista,pt POR,G,Casa Pia,36,31,31,0,0,0,0,2,1,0.0,0.0,0,0,0
Roko Baturina,hr CRO,AT,Gil Vicente FC,23,15,9,2,0,0,0,0,0,1.2,0.3,5,6,29
Bachir Belloumi,dz ALG,"AT,LT",Farense,21,33,26,7,4,0,0,3,0,4.7,3.7,61,76,154
Fahem Benaissa Yahia,fr FRA,LT,Casa Pia,21,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Beni,ao ANG,LT,Casa Pia,21,25,14,0,3,0,0,9,1,0.1,0.2,16,57,15
Benny,pt POR,"LT,AT",Chaves,23,29,11,1,1,0,0,1,0,0.9,2.7,25,38,85
Berna,pt POR,"AT,ZG",Boavista,19,18,1,0,0,0,0,2,0,0.1,0.7,5,15,22
Juan Bernat,es ESP,ZG,Benfica,30,3,1,0,0,0,0,0,0,0.0,0.0,1,5,2
Emmanuel Boateng,gh GHA,AT,Rio Ave,27,27,19,7,2,0,0,10,2,9.1,1.7,26,22,93
Kiko Bondoso,pt POR,"AT,LT",Vizela,27,3,2,0,0,0,0,0,0,0.2,0.3,5,8,22
Toni Borevkovic,hr CRO,ZG,Vitória,26,23,23,0,0,0,0,2,1,1.6,0.4,1,49,1
Gonçalo Borges,pt POR,"LT,AT",Porto,22,17,1,0,2,0,0,2,0,0.3,2.2,34,11,62
Cristian Borja,co COL,ZG,Braga,30,30,28,1,5,0,0,4,0,0.3,5.1,60,119,163
Róbert Boženík,sk SVK,AT,Boavista,23,31,30,9,2,0,0,4,0,13.0,2.7,20,30,111
Daniel Bragança,pt POR,LT,Sporting CP,24,28,10,3,2,0,0,2,0,1.7,2.3,14,52,32
Bruno Brigido,br BRA,G,Estrela,32,26,26,0,0,0,0,0,0,0.0,0.1,0,0,0
Rafael Brito,pt POR,LT,Casa Pia,21,9,5,0,2,0,0,0,0,0.0,0.2,4,19,6
Bruma,pt POR,"AT,LT",Braga,28,26,19,6,2,0,0,3,0,6.9,1.8,87,95,203
Jonathan Buatu Mananga,ao ANG,ZG,Gil Vicente FC,29,5,5,1,0,0,0,1,0,0.4,0.1,0,4,1
Leonel Bucca,ar ARG,"LT,AT",Estrela,24,15,8,1,0,0,0,4,0,2.0,0.6,9,32,25
André Bukia,cd COD,"LT,AT",Arouca,28,10,0,1,1,0,0,0,0,0.6,0.4,16,13,28
Fabijan Buntić,hr CRO,G,Vizela,26,28,27,0,0,0,0,1,0,0.0,0.0,0,1,0
Aleksandar Busnić,rs SRB,"LT,AT",Vizela,25,19,8,0,0,0,0,3,0,0.4,0.1,0,35,3
Oriol Busquets,es ESP,LT,Arouca,24,18,3,0,0,0,0,2,0,0.0,0.3,2,23,6
Rafael Bustamante,co COL,LT,Vizela,23,12,8,0,0,0,0,2,0,0.2,0.2,2,34,6
Leonardo Buta,pt POR,ZG,Gil Vicente FC,21,29,24,0,2,0,0,3,0,0.1,1.0,66,100,79
Adrián Butzke,es ESP,AT,Vitória,24,17,3,0,0,0,1,0,0,1.3,0.1,3,3,29
Erick Cabaco,uy URU,ZG,Estoril,28,6,3,0,0,0,0,0,0,0.4,0.0,1,10,0
Arthur Cabral,br BRA,AT,Benfica,25,28,13,6,0,0,1,2,0,8.4,0.9,24,22,82
Jhonder Cádiz,ve VEN,AT,Famalicão,28,30,27,15,0,3,4,9,1,12.5,0.9,24,33,101
João Pedro Gomes Camacho,pt POR,"AT,LT",Moreirense,29,29,27,4,4,0,1,5,0,4.4,2.8,75,59,143
Ibrahima Camará,gn GUI,"LT,ZG",Boavista,24,15,4,0,0,0,0,1,1,0.0,0.2,7,21,8
Cambila,ao ANG,G,Estrela,21,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Luan Campos,br BRA,"AT,LT",Portimonense,21,16,5,1,0,0,0,2,0,1.1,0.4,8,10,23
Fábio Cardoso,pt POR,ZG,Porto,29,18,14,1,1,0,0,5,2,1.2,0.6,23,98,4
Felippe Cardoso,br BRA,AT,Casa Pia,24,29,16,6,0,0,1,7,0,5.7,0.8,12,24,77
Carlinhos,br BRA,LT,Portimonense,29,32,32,10,6,4,4,11,0,7.2,3.8,66,177,66
João Carlos,br BRA,"AT,ZG",Estoril,28,20,1,2,0,0,0,4,0,1.7,0.6,8,4,24
José Carlos,pt POR,ZG,Gil Vicente FC,25,26,21,1,2,0,0,7,0,0.8,0.9,26,57,70
Zé Carlos,pt POR,"LT,ZG",Vitória,21,23,2,0,0,0,0,4,0,0.2,0.7,9,28,19
David Carmo,ao ANG,ZG,Porto,24,7,7,0,0,0,0,6,1,0.7,0.1,4,31,4
Marcelo Carné,br BRA,G,Estoril,33,22,22,0,0,0,0,3,1,0.0,0.1,0,0,0
Carraça,pt POR,"ZG,LT",Chaves,30,20,12,0,0,0,0,3,1,0.2,1.1,11,32,51
Álvaro Carreras,es ESP,ZG,Benfica,20,11,5,1,1,0,0,1,0,0.2,1.0,17,33,46
Ronie Carrillo,ec ECU,"AT,LT",Portimonense,26,25,13,4,0,0,0,1,1,3.0,1.4,11,27,54
António Filipe de Carvalho,pt POR,G,Estrela,38,3,3,0,0,0,0,0,0,0.0,0.0,0,0,0
Martim Carvalho,pt POR,LT,Gil Vicente FC,20,29,21,0,2,0,0,7,0,0.5,1.1,46,112,27
Miguel Carvalho,pt POR,G,Farense,27,2,2,0,0,0,0,0,0,0.0,0.0,0,0,0
Vitor Carvalho,br BRA,LT,Braga,26,27,16,1,1,0,0,8,0,0.6,0.2,15,82,17
Facundo Cáseres,ar ARG,LT,Farense,22,21,12,0,0,0,0,6,1,0.1,0.1,5,27,2
Midana Cassama,gw GNB,"AT,LT",Portimonense,20,12,2,1,0,0,0,2,1,0.6,0.1,5,1,23
Cassiano,br BRA,AT,Estoril,34,29,20,7,3,1,1,2,0,6.9,1.7,11,15,47
Jesús Castillo,pe PER,LT,Gil Vicente FC,22,11,2,0,0,0,0,1,0,0.1,0.0,2,17,4
André Castro,pt POR,LT,Braga,35,3,0,0,0,0,0,0,0,0.0,0.0,0,2,0
André Castro,pt POR,LT,Moreirense,35,14,6,1,1,0,0,1,0,0.2,0.2,10,22,14
Cristian Castro,co COL,ZG,Rio Ave,22,1,1,0,0,0,0,0,0,0.0,0.0,0,2,0
Geny Catamo,mz MOZ,"LT,ZG",Sporting CP,22,27,17,5,3,0,0,2,0,2.1,3.4,91,66,139
