Jogador,Nacao,Posicao,Equipe,Idade,Jogos_disputados,Jogos_iniciados,Gols,Assistencias,Penaltis_batidos,Penaltis_convertidos,Amarelos,Vermelhos,Xg,Xag,Carregadas_progressivas,Passes_progressivos,Passes_progressivos_recebidos
Enric Llansana,nl NED,"LT,ZG",Go Ahead Eag,22,27,10,2,0,0,0,1,0,1.0,0.6,20,85,19
Loizos Loizou,cy CYP,"AT,LT",Heerenveen,20,5,1,0,0,0,0,0,0,0.2,0.1,7,4,10
Chris Lokesa,be BEL,"AT,LT",RKC Waalwijk,18,31,23,1,2,0,0,3,0,6.0,3.1,62,69,136
Justin Lonwijk,nl NED,"AT,LT",Fortuna Sittard,23,15,13,3,2,1,1,3,0,3.1,1.5,13,31,49
Marcos López,pe PER,ZG,Feyenoord,23,12,4,0,1,0,0,1,0,0.3,1.3,17,44,23
Hirving Lozano,mx MEX,AT,PSV Eindhoven,28,24,17,6,3,0,0,2,0,9.1,5.0,84,65,227
Thierry Lutonda,be BEL,ZG,RKC Waalwijk,22,13,7,0,0,0,0,0,0,0.0,0.3,6,21,29
Christopher Mamengi,nl NED,"ZG,AT",Almere City,22,9,0,0,0,0,0,0,0,0.0,0.0,1,3,0
Million Manhoef,nl NED,AT,Vitesse,21,18,17,4,0,0,0,0,1,2.8,1.7,78,43,123
Sivert Mannsverk,no NOR,"LT,ZG",Ajax,21,13,12,0,0,0,0,4,0,0.4,0.3,14,56,7
Richonell Margaret,nl NED,"AT,LT",RKC Waalwijk,22,24,5,4,1,0,0,2,0,2.3,2.3,39,26,88
Nathan Markelo,cw CUW,ZG,Fortuna Sittard,24,3,1,0,0,0,0,1,0,0.0,0.0,1,3,0
Pedro David Rosendo Marques,pt POR,AT,NEC Nijmegen,25,3,0,0,0,0,0,2,0,0.2,0.0,3,2,1
Ar'jany Martha,nl NED,"ZG,AT",Ajax,19,9,8,0,1,0,0,0,0,0.1,1.4,29,37,51
Bruno Martins Indi,nl NED,ZG,AZ Alkmaar,31,14,7,1,2,0,0,3,0,0.9,2.1,22,68,5
Faiz Mattoir,km COM,"AT,LT",Almere City,23,4,0,0,0,0,0,0,0,0.0,0.0,3,2,6
Magnus Mattsson,dk DEN,LT,NEC Nijmegen,24,19,19,11,4,2,2,1,0,7.4,2.7,25,69,88
Myron Mau-Asam,nl NED,LT,Volendam,19,1,0,0,0,0,0,0,0,0.0,0.0,0,1,0
Robin Maulun,fr FRA,LT,Volendam,26,14,10,0,1,0,0,1,0,0.2,1.3,4,26,15
Adrian Mazilu,ro ROU,AT,Vitesse,17,3,0,0,0,0,0,0,0,0.0,0.0,0,2,5
Loïc Mbe Soh,fr FRA,ZG,Almere City,22,20,13,1,1,0,0,2,0,0.3,0.3,5,48,2
Xavier Mbuyamba,nl NED,ZG,Volendam,21,9,8,0,0,0,0,1,0,0.6,0.0,8,31,2
Jakov Medić,hr CRO,ZG,Ajax,24,6,3,1,0,0,0,1,0,0.1,0.0,3,21,0
Mexx Meerdink,nl NED,AT,Vitesse,20,7,7,0,0,0,0,0,0,2.3,0.3,7,22,35
Mexx Meerdink,nl NED,"AT,LT",AZ Alkmaar,20,2,0,0,0,0,0,0,0,0.0,0.0,0,0,1
Aaron Meijers,nl NED,ZG,RKC Waalwijk,35,28,27,0,6,0,0,7,0,0.3,3.5,66,119,87
Rick Meijssen,nl NED,ZG,Sparta R'dam,21,21,8,0,0,0,0,0,0,0.3,0.2,16,34,3
Raz Meir,il ISR,ZG,RKC Waalwijk,26,4,0,0,0,0,0,0,0,0.1,0.0,0,5,5
Julien Mesbahi,nl NED,ZG,Twente,17,2,0,0,0,0,0,0,0,0.0,0.0,1,2,0
Metinho,br BRA,LT,Sparta R'dam,20,24,13,2,1,0,0,3,0,0.8,1.5,20,72,14
Melle Meulensteen,nl NED,LT,Vitesse,24,27,26,1,0,0,0,5,1,2.3,0.7,26,125,25
Daryl van Mieghem,nl NED,LT,Volendam,33,2,2,1,0,0,0,0,0,0.3,0.1,0,8,4
Djordje Mihailovic,us USA,LT,AZ Alkmaar,24,8,3,0,0,0,0,0,0,0.2,0.7,3,13,17
Sven Mijnans,nl NED,"LT,AT",AZ Alkmaar,23,30,29,4,5,0,0,2,0,4.1,3.3,20,128,116
Georges Mikautadze,ge GEO,"LT,AT",Ajax,22,6,2,0,0,0,0,0,0,0.4,0.1,5,7,20
Antoni Milambo,nl NED,"LT,AT",Feyenoord,18,8,3,1,1,0,0,0,0,0.7,0.5,5,12,10
David Min,nl NED,AT,RKC Waalwijk,24,29,19,10,1,1,1,3,0,8.4,1.7,26,21,100
Yankuba Minteh,gm GAM,AT,Feyenoord,19,27,17,10,5,0,0,0,0,9.8,4.3,127,40,264
Damon Mirani,nl NED,"LT,ZG",Volendam,27,34,34,3,1,0,0,3,0,2.4,2.1,21,117,21
Shunsuke Mito,jp JPN,"AT,LT",Sparta R'dam,20,18,14,2,0,0,0,0,0,2.3,0.5,30,35,62
Siem de Moes,nl NED,ZG,Excelsior,19,7,3,0,0,0,0,3,0,0.0,0.0,0,8,2
Robert Mühren,nl NED,AT,Volendam,34,23,19,8,1,0,0,0,1,8.3,1.4,6,8,54
Jeremy van Mullem,nl NED,LT,Sparta R'dam,24,3,0,0,0,0,0,1,0,0.0,0.0,2,3,0
Derry Murkin,eng ENG,ZG,Volendam,24,2,2,0,0,0,0,1,0,0.3,0.1,16,11,10
David Møller Wolfe,no NOR,ZG,AZ Alkmaar,21,34,29,1,2,0,0,4,0,2.1,2.8,68,83,137
Adi Nalic,ba BIH,"AT,LT",Almere City,25,7,2,1,0,0,0,1,0,0.5,0.1,6,8,16
Younes Namli,dk DEN,"AT,LT",Zwolle,29,30,30,4,7,0,0,5,0,3.1,7.6,109,153,186
Abdenego Nankishi,de GER,AT,Heracles Almelo,21,10,2,3,1,0,0,0,0,1.7,0.9,7,1,20
Gerrit Nauber,de GER,ZG,Go Ahead Eag,31,25,19,2,1,0,0,3,0,1.2,0.2,8,50,3
Noah Naujoks,nl NED,"LT,AT",Excelsior,21,23,10,0,1,0,0,1,0,1.2,0.7,6,24,28
Imran Nazih,ma MAR,LT,Volendam,17,3,1,0,0,0,0,0,0,0.0,0.0,1,0,2
Camiel Neghli,nl NED,AT,Sparta R'dam,21,26,13,5,0,0,0,1,0,2.6,2.6,46,51,127
Luc Netten,nl NED,ZG,NEC Nijmegen,19,1,0,0,0,0,0,1,0,0.0,0.0,1,1,0
Ion Nicolaescu,md MDA,AT,Heerenveen,24,19,7,5,0,0,0,1,0,3.0,0.1,8,8,33
Reuven Niemeijer,nl NED,"LT,AT",RKC Waalwijk,28,29,18,2,2,0,0,1,0,4.1,2.2,9,34,63
Bart Nieuwkoop,nl NED,ZG,Feyenoord,27,21,9,1,1,0,0,2,1,1.8,1.8,13,54,52
Sven Nieuwpoort,nl NED,ZG,Excelsior,30,22,17,1,0,0,0,2,0,0.1,0.0,1,22,0
Kristian Nökkvi Hlynsson,is ISL,"LT,AT",Ajax,19,25,22,7,1,0,0,2,0,5.4,2.8,44,70,123
Andries Noppert,nl NED,G,Heerenveen,29,22,22,0,0,0,0,0,0,0.0,0.0,0,1,1
Tijjani Noslin,nl NED,AT,Fortuna Sittard,24,13,13,3,1,0,1,2,1,4.1,0.6,34,24,78
Hugo Novoa,es ESP,"ZG,AT",Utrecht,20,5,2,0,0,0,0,2,1,0.0,0.1,8,9,6
Ché Nunnely,nl NED,AT,Heerenveen,24,32,19,2,2,0,0,0,0,2.4,1.9,65,27,148
Djenahro Nunumete,nl NED,ZG,Heerenveen,21,3,0,0,0,0,0,0,0,0.0,0.1,0,1,1
Bram Nuytinck,nl NED,ZG,NEC Nijmegen,33,30,28,0,0,0,0,3,1,1.0,0.2,18,122,8
Armando Obispo,nl NED,ZG,PSV Eindhoven,24,9,1,0,0,0,0,2,1,0.1,0.0,1,9,0
Jens Odgaard,dk DEN,"AT,LT",AZ Alkmaar,24,17,4,1,2,0,0,0,0,2.1,1.2,14,19,43
Kayne van Oevelen,nl NED,G,Volendam,19,1,1,0,0,0,0,0,0,0.0,0.0,0,0,0
Koki Ogawa,jp JPN,AT,NEC Nijmegen,25,31,25,11,1,2,2,1,0,7.2,0.9,9,22,65
Jeppe Okkels,dk DEN,"AT,ZG",Utrecht,24,5,0,0,1,0,0,0,0,0.2,0.8,10,7,17
Lars Olden Larsen,no NOR,AT,NEC Nijmegen,24,19,7,1,0,0,0,0,0,1.4,0.3,15,10,49
Nick Olij,nl NED,G,Sparta R'dam,27,34,34,0,0,0,0,0,0,0.0,0.0,0,1,0
Simon Olsson,se SWE,"LT,AT",Heerenveen,25,34,32,2,3,0,0,3,0,2.6,3.0,35,125,65
