Jogador,Nacao,Posicao,Equipe,Idade,Jogos_disputados,Jogos_iniciados,Gols,Assistencias,Penaltis_batidos,Penaltis_convertidos,Amarelos,Vermelhos,Xg,Xag,Carregadas_progressivas,Passes_progressivos,Passes_progressivos_recebidos
Max Aarons,eng ENG,ZG,Bournemouth,23,20,13,0,1,0,0,1,0,0.0,0.8,22,43,26
Joshua Acheampong,eng ENG,ZG,Chelsea,17,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Bénie Adama Traore,ci CIV,"AT,LT",Sheffield Utd,20,8,3,0,0,0,0,0,0,0.3,0.5,7,9,14
Tyler Adams,us USA,LT,Bournemouth,24,3,1,0,0,0,0,0,0,0.0,0.1,4,5,1
Tosin Adarabioyo,eng ENG,ZG,Fulham,25,20,18,2,0,0,0,2,0,0.7,0.1,10,62,5
Elijah Adebayo,eng ENG,AT,Luton Town,25,27,16,10,0,0,0,1,0,5.9,0.7,16,23,110
Simon Adingra,ci CIV,AT,Brighton,21,31,25,6,1,0,0,3,0,4.3,3.7,111,50,278
Nayef Aguerd,ma MAR,ZG,West Ham,27,21,21,1,0,0,0,3,1,1.5,0.3,10,68,3
Brandon Aguilera,cr CRC,AT,Nott'ham Forest,20,1,0,0,0,0,0,0,0,0.0,0.0,0,0,1
Naouirou Ahamada,fr FRA,"LT,AT",Crystal Palace,21,20,0,0,0,0,0,4,1,0.5,0.0,19,25,20
Anel Ahmedhodžić,ba BIH,ZG,Sheffield Utd,24,31,29,2,0,0,0,11,1,3.1,0.8,15,43,21
Ola Aina,ng NGA,ZG,Nott'ham Forest,26,22,20,1,1,0,0,3,0,0.3,0.9,53,68,38
Rayan Aït-Nouri,dz ALG,"ZG,LT",Wolves,22,33,29,2,1,0,0,7,0,3.3,2.4,67,99,99
Kristoffer Ajer,no NOR,ZG,Brentford,25,28,21,2,1,0,0,5,0,1.3,2.3,22,61,31
Manuel Akanji,ch SUI,"ZG,LT",Manchester City,28,30,28,2,0,0,0,4,1,1.9,0.5,46,148,36
Nathan Aké,nl NED,ZG,Manchester City,28,29,24,2,2,0,0,0,0,2.5,1.2,24,116,18
Thiago Alcántara,es ESP,LT,Liverpool,32,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Trent Alexander-Arnold,eng ENG,ZG,Liverpool,24,28,25,3,4,0,0,6,0,2.6,7.2,45,205,97
Alisson,br BRA,G,Liverpool,30,28,28,0,0,0,0,1,0,0.0,0.0,0,5,0
Miguel Almirón,py PAR,AT,Newcastle Utd,29,33,23,3,1,0,0,2,0,4.5,2.6,78,78,162
Edson Álvarez,mx MEX,LT,West Ham,25,31,28,1,1,0,0,11,0,1.3,0.6,20,91,26
Julián Álvarez,ar ARG,"LT,AT",Manchester City,23,36,31,11,8,2,2,2,0,13.0,6.4,64,103,180
Zeki Amdouni,ch SUI,AT,Burnley,22,34,27,5,1,1,1,2,0,5.8,1.4,63,49,93
Sofyan Amrabat,ma MAR,"LT,ZG",Manchester Utd,26,21,10,0,0,0,0,6,0,0.1,0.3,6,66,10
Joachim Andersen,dk DEN,ZG,Crystal Palace,27,38,38,2,3,0,0,7,0,1.7,2.8,21,147,10
Elliot Anderson,sct SCO,"LT,AT",Newcastle Utd,20,21,10,0,2,0,0,3,0,1.6,1.9,37,57,70
Jaidon Anthony,eng ENG,AT,Bournemouth,23,3,2,0,0,0,0,1,0,0.1,0.0,2,8,9
Michail Antonio,jm JAM,AT,West Ham,33,26,21,6,2,0,0,6,0,5.8,0.9,48,22,104
Antony,br BRA,AT,Manchester Utd,23,29,15,1,1,0,0,5,0,3.4,2.8,53,64,149
Oliver Arblaster,eng ENG,LT,Sheffield Utd,19,12,11,0,0,0,0,2,0,0.0,0.7,13,43,4
Cameron Archer,eng ENG,"AT,LT",Sheffield Utd,22,29,21,4,1,0,0,1,0,5.5,2.8,33,15,113
Cameron Archer,eng ENG,LT,Aston Villa,22,1,0,0,0,0,0,1,0,0.0,0.0,1,0,0
Alphonse Areola,fr FRA,G,West Ham,30,31,31,0,0,0,0,1,0,0.0,0.0,0,1,0
Lorenz Assignon,tg TOG,ZG,Burnley,23,15,15,1,2,0,0,5,1,0.4,2.6,38,34,57
Serge Aurier,ci CIV,"ZG,LT",Nott'ham Forest,30,12,10,0,2,0,0,2,0,0.2,0.5,10,47,29
Taiwo Awoniyi,ng NGA,AT,Nott'ham Forest,25,20,12,6,3,0,0,2,0,4.7,1.7,8,14,45
Jordan Ayew,gh GHA,"AT,LT",Crystal Palace,31,35,30,4,7,0,0,9,1,3.9,4.2,74,63,173
Benoît Badiashile,fr FRA,ZG,Chelsea,22,18,15,0,1,0,0,3,0,0.3,1.5,3,46,3
Leon Bailey,jm JAM,"LT,AT",Aston Villa,25,35,22,10,9,0,0,5,0,6.3,9.2,102,82,226
Stefan Bajcetic,es ESP,LT,Liverpool,18,1,0,0,0,0,0,0,0,0.0,0.0,0,1,0
George Baldock,gr GRE,ZG,Sheffield Utd,30,13,11,0,1,0,0,4,0,0.0,0.8,9,31,24
Carlos Baleba,cm CMR,LT,Brighton,19,27,15,0,0,0,0,7,0,0.8,0.3,19,50,9
Fodé Ballo-Touré,sn SEN,"ZG,LT",Fulham,26,6,0,0,0,0,0,1,0,0.0,0.0,5,0,4
Shandon Baptiste,gd GRN,LT,Brentford,25,10,2,1,1,0,0,1,0,0.9,0.2,3,5,1
Valentín Barco,ar ARG,"ZG,AT",Brighton,19,6,3,0,0,0,0,1,0,0.2,0.2,8,14,20
Ross Barkley,eng ENG,LT,Luton Town,29,32,30,5,4,0,0,6,0,4.1,3.7,48,163,39
Harvey Barnes,eng ENG,"AT,LT",Newcastle Utd,25,21,7,5,3,0,0,2,0,3.6,3.2,45,34,79
Chris Basham,eng ENG,"ZG,LT",Sheffield Utd,35,8,3,0,0,0,0,1,0,0.1,0.3,1,7,6
Calvin Bassey,ng NGA,ZG,Fulham,23,29,25,1,0,0,0,6,1,0.3,0.0,15,62,4
Owen Beck,wls WAL,ZG,Liverpool,20,1,0,0,0,0,0,0,0,0.0,0.0,0,0,1
Donny van de Beek,nl NED,ZG,Manchester Utd,26,1,0,0,0,0,0,0,0,0.0,0.1,0,0,1
Amari'i Bell,jm JAM,ZG,Luton Town,29,21,21,0,0,0,0,0,0,0.3,0.5,32,76,10
Jean-Ricner Bellegarde,fr FRA,"LT,AT",Wolves,25,22,10,2,1,0,0,0,1,1.6,1.0,30,39,49
Anis Ben Slimane,tn TUN,LT,Sheffield Utd,22,15,4,0,0,0,0,2,0,0.8,0.3,3,12,21
Saïd Benrahma,dz ALG,"AT,LT",West Ham,27,13,5,0,1,0,1,1,0,1.8,1.4,28,28,70
Rodrigo Bentancur,uy URU,LT,Tottenham,26,23,13,1,1,0,0,7,0,1.9,0.5,16,72,31
Daniel Bentley,eng ENG,G,Wolves,30,5,3,0,0,0,0,0,0,0.0,0.0,0,0,0
Jóhann Berg Guðmundsson,is ISL,"LT,AT",Burnley,32,26,12,1,3,0,0,2,0,1.9,2.7,13,59,69
Sander Berge,no NOR,LT,Burnley,25,37,34,1,2,0,0,10,1,1.9,2.4,64,164,29
Luke Berry,eng ENG,"LT,ZG",Luton Town,31,17,2,2,1,0,0,1,0,1.0,0.3,1,8,7
Beto,gw GNB,AT,Everton,25,30,9,3,0,0,1,2,0,6.8,0.9,14,14,58
Jordan Beyer,de GER,ZG,Burnley,23,15,15,0,1,0,0,6,0,0.5,0.3,9,25,1
Philip Billing,dk DEN,LT,Bournemouth,27,29,13,2,2,0,0,3,1,2.5,3.2,22,53,63
Yves Bissouma,ml MLI,LT,Tottenham,26,28,26,0,0,0,0,10,2,1.4,0.4,43,169,13
Benicio Boaitey,eng ENG,"AT,ZG",Brighton,19,5,0,0,0,0,0,1,0,0.0,0.1,1,2,2
Oscar Bobb,no NOR,"AT,LT",Manchester City,20,14,2,1,1,0,0,0,0,1.4,1.2,13,25,38
Jayden Bogle,eng ENG,ZG,Sheffield Utd,23,34,32,3,0,0,0,9,0,2.3,1.0,38,60,92
Willy Boly,ci CIV,ZG,Nott'ham Forest,32,20,18,2,1,0,0,3,1,1.5,1.3,4,32,3
Sven Botman,nl NED,ZG,Newcastle Utd,23,17,15,2,2,0,0,2,0,0.6,1.0,0,35,5
Jarrod Bowen,eng ENG,AT,West Ham,26,34,34,16,6,0,0,2,0,11.6,5.5,90,52,186
Conor Bradley,nir NIR,ZG,Liverpool,20,11,10,1,3,0,0,2,0,0.9,1.5,35,29,64
Jarrad Branthwaite,eng ENG,ZG,Everton,21,35,35,3,0,0,0,8,0,1.7,1.0,2,74,6
Ben Brereton,cl CHI,"AT,LT",Sheffield Utd,24,14,14,6,1,1,1,3,0,6.1,1.5,23,37,78
Rhian Brewster,eng ENG,"AT,LT",Sheffield Utd,23,13,3,0,0,0,0,0,1,0.4,0.1,1,3,21
Armando Broja,al ALB,AT,Chelsea,21,13,6,1,0,0,0,0,0,2.4,0.2,11,6,37
Armando Broja,al ALB,AT,Fulham,21,8,0,0,1,0,0,0,0,0.0,0.4,2,2,7
Andre Brooks,eng ENG,"LT,ZG",Sheffield Utd,19,20,12,0,0,0,0,1,0,0.4,0.1,12,18,22
David Brooks,wls WAL,"AT,LT",Bournemouth,26,13,2,1,1,0,0,1,0,2.2,1.0,8,21,27
Jacob Brown,sct SCO,"LT,AT",Luton Town,25,19,12,2,0,0,0,4,0,2.8,0.7,25,19,53
Josh Brownhill,eng ENG,LT,Burnley,27,33,23,4,2,0,0,4,1,1.9,2.1,19,90,36
Jacob Bruun Larsen,dk DEN,"LT,AT",Burnley,24,32,16,6,0,1,1,1,0,5.0,1.5,61,38,146
Hugo Bueno,es ESP,"ZG,LT",Wolves,20,22,7,0,0,0,0,1,0,0.3,0.8,22,8,40
Santiago Bueno,uy URU,ZG,Wolves,24,12,9,0,0,0,0,1,0,0.0,0.1,3,11,2
Facundo Buonanotte,ar ARG,"AT,LT",Brighton,18,27,17,3,1,0,0,7,0,2.4,1.8,23,42,69
Reece Burke,eng ENG,ZG,Luton Town,26,22,20,0,4,0,0,5,0,1.3,1.4,11,67,14
Dan Burn,eng ENG,ZG,Newcastle Utd,31,33,32,2,2,0,0,4,0,3.1,1.1,14,75,25
Mason Burstow,eng ENG,AT,Chelsea,19,2,0,0,0,0,0,0,0,0.0,0.0,0,0,1
Moisés Caicedo,ec ECU,LT,Chelsea,21,35,33,1,3,0,0,11,0,0.4,2.6,27,173,27
Tom Cairney,sct SCO,LT,Fulham,32,34,14,1,4,0,0,3,0,1.1,2.3,35,145,72
Dominic Calvert-Lewin,eng ENG,AT,Everton,26,32,26,7,2,2,2,2,0,12.9,3.1,36,31,122
Thomas Cannon,ie IRL,AT,Everton,20,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Diego Carlos,br BRA,ZG,Aston Villa,30,27,20,0,0,0,0,4,0,1.9,0.1,4,59,1
Cesare Casadei,it ITA,"AT,LT",Chelsea,20,11,0,0,0,0,0,0,0,0.0,0.1,1,3,3
Casemiro,br BRA,"LT,ZG",Manchester Utd,31,25,24,1,2,0,0,7,0,3.5,1.0,12,112,36
Kaelan Casey,eng ENG,ZG,West Ham,18,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Matty Cash,pl POL,ZG,Aston Villa,25,29,23,2,2,0,0,8,0,4.2,2.3,62,88,101
Timothy Castagne,be BEL,ZG,Fulham,27,34,29,1,3,0,0,3,0,1.6,1.9,48,77,113
Jonny Castro,es ESP,LT,Wolves,29,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Trevoh Chalobah,eng ENG,ZG,Chelsea,24,13,10,1,0,0,0,1,0,0.2,0.1,5,31,9
Calum Chambers,eng ENG,"LT,ZG",Aston Villa,28,5,1,0,1,0,0,1,0,0.0,0.1,0,5,1
Youssef Chermiti,pt POR,AT,Everton,19,18,1,0,0,0,0,3,0,0.7,0.8,5,5,15
Ben Chilwell,eng ENG,ZG,Chelsea,26,13,9,0,1,0,0,5,0,1.2,2.2,22,25,59
Tawanda Chirewa,zw ZIM,"LT,AT",Wolves,19,8,1,0,0,0,0,1,0,0.2,0.0,1,7,8
Leon Chiwome,eng ENG,AT,Wolves,17,3,2,0,0,0,0,0,0,0.1,0.0,1,2,7
Tahith Chong,nl NED,"LT,AT",Luton Town,23,33,20,4,0,0,0,4,0,2.7,0.5,57,72,101
Ryan Christie,sct SCO,LT,Bournemouth,28,37,35,0,5,0,0,6,0,2.3,5.4,60,167,78
Carney Chukwuemeka,eng ENG,"LT,AT",Chelsea,19,9,2,1,1,0,0,2,0,0.2,0.3,4,12,19
Bobby Clark,eng ENG,LT,Liverpool,18,5,1,0,0,0,0,0,0,0.1,0.0,3,3,7
Jordan Clark,eng ENG,LT,Luton Town,29,23,14,1,1,0,0,4,0,1.0,1.3,21,51,39
Nathaniel Clyne,eng ENG,ZG,Crystal Palace,32,19,14,0,0,0,0,0,0,0.2,0.2,10,33,18
Séamus Coleman,ie IRL,ZG,Everton,34,12,7,0,0,0,0,0,0,0.0,1.0,5,22,16
Nathan Collins,ie IRL,ZG,Brentford,22,32,29,1,1,0,0,3,0,1.7,2.2,11,97,18
Levi Colwill,eng ENG,ZG,Chelsea,20,23,20,1,1,0,0,2,0,1.3,1.2,23,73,27
Lewis Cook,eng ENG,LT,Bournemouth,26,33,32,0,3,0,0,5,1,0.4,4.3,22,142,15
Jack Cork,eng ENG,LT,Burnley,34,4,0,0,0,0,0,0,0,0.0,0.0,4,4,1
Maxwel Cornet,ci CIV,"LT,AT",West Ham,26,7,1,1,0,0,0,0,0,0.4,0.2,3,2,8
Vladimír Coufal,cz CZE,ZG,West Ham,30,36,36,0,7,0,0,7,1,0.3,4.0,68,119,126
Philippe Coutinho,br BRA,"LT,AT",Aston Villa,31,2,0,0,0,0,0,0,0,0.1,0.0,5,5,2
Aaron Cresswell,eng ENG,"ZG,AT",West Ham,33,11,4,0,0,0,0,1,0,0.0,0.4,4,26,6
Marc Cucurella,es ESP,ZG,Chelsea,25,21,20,0,2,0,0,10,0,1.1,1.1,31,50,73
Josh Cullen,ie IRL,LT,Burnley,27,25,23,2,3,0,0,9,0,0.6,1.8,22,123,22
Matheus Cunha,br BRA,"AT,LT",Wolves,24,32,29,12,7,1,1,9,0,9.5,3.2,107,87,139
Sam Curtis,ie IRL,ZG,Sheffield Utd,17,1,0,0,0,0,0,0,0,0.0,0.0,0,1,1
Mahmoud Dahoud,de GER,LT,Brighton,27,9,6,0,1,0,0,1,1,0.2,0.9,4,11,6
Ameen Al-Dakhil,be BEL,ZG,Burnley,21,13,12,1,0,0,0,1,0,1.3,0.1,7,35,9
Diogo Dalot,pt POR,ZG,Manchester Utd,24,36,35,2,3,0,0,6,1,1.7,2.9,52,124,111
Mikkel Damsgaard,dk DEN,LT,Brentford,23,23,7,0,2,0,0,2,0,0.9,1.4,16,61,32
Danilo,br BRA,LT,Nott'ham Forest,22,29,20,2,2,0,0,4,0,1.8,1.5,22,83,28
Arnaut Danjuma,nl NED,"LT,AT",Everton,26,14,5,1,0,0,0,0,0,2.6,1.1,24,9,44
Jayden Danns,eng ENG,AT,Liverpool,17,2,0,0,0,0,0,1,0,0.0,0.0,0,1,2
Josh Dasilva,eng ENG,"ZG,AT",Brentford,24,3,0,0,0,0,0,0,0,0.0,0.2,2,2,5
David Datro Fofana,ci CIV,AT,Burnley,20,15,10,4,1,0,0,1,0,4.5,1.8,21,15,39
Ben Davies,wls WAL,ZG,Tottenham,30,17,12,1,0,0,0,2,0,2.3,0.4,13,71,20
Tom Davies,eng ENG,LT,Sheffield Utd,25,9,2,0,0,0,0,2,0,0.4,0.1,3,8,3
Craig Dawson,eng ENG,ZG,Wolves,33,25,25,1,1,0,0,7,0,1.5,1.4,1,49,4
Kevin De Bruyne,be BEL,LT,Manchester City,32,18,15,4,10,0,0,2,0,2.4,11.5,47,111,133
Hannes Delcroix,be BEL,ZG,Burnley,24,12,5,0,0,0,0,2,0,0.4,0.2,2,18,6
Leander Dendoncker,be BEL,LT,Aston Villa,28,8,1,1,0,0,0,0,0,0.7,0.0,0,3,2
Moussa Diaby,fr FRA,"AT,LT",Aston Villa,24,38,25,6,8,0,0,1,0,7.0,6.6,94,72,183
Amad Diallo,ci CIV,"AT,LT",Manchester Utd,21,9,3,1,1,0,0,1,0,0.5,1.0,11,10,31
Amadou Diallo,eng ENG,LT,Newcastle Utd,20,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Rúben Dias,pt POR,ZG,Manchester City,26,30,28,0,0,0,0,0,0,1.4,0.3,34,173,16
Luis Díaz,co COL,AT,Liverpool,26,37,32,8,5,0,0,3,0,11.9,5.7,137,113,302
Eric Dier,eng ENG,ZG,Tottenham,29,4,1,0,0,0,0,0,0,0.0,0.0,0,3,0
Lucas Digne,fr FRA,ZG,Aston Villa,30,33,27,1,3,0,0,7,0,1.1,4.1,42,77,200
Issa Diop,fr FRA,ZG,Fulham,26,18,16,0,0,0,0,4,1,0.3,0.0,11,66,1
Axel Disasi,fr FRA,ZG,Chelsea,25,31,29,2,0,0,0,6,0,2.4,0.3,30,112,21
Ben Doak,sct SCO,AT,Liverpool,17,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Lewis Dobbin,eng ENG,LT,Everton,20,12,1,1,0,0,0,1,0,0.3,0.5,6,3,20
Matt Doherty,ie IRL,"ZG,LT",Wolves,31,30,9,1,0,0,0,2,0,0.8,1.3,12,31,64
Jeremy Doku,be BEL,"AT,LT",Manchester City,21,29,18,3,8,0,0,3,0,2.5,4.6,218,57,295
Nicolás Domínguez,ar ARG,"LT,AT",Nott'ham Forest,25,26,19,2,2,0,0,4,0,1.3,1.0,14,91,43
Jamie Donley,eng ENG,AT,Tottenham,18,3,0,0,0,0,0,1,0,0.0,0.0,0,0,0
Abdoulaye Doucouré,ml MLI,"AT,LT",Everton,30,32,32,7,1,0,0,7,0,8.8,2.9,55,97,140
Cheick Doucouré,ml MLI,LT,Crystal Palace,23,11,11,0,0,0,0,2,0,0.3,0.7,9,49,5
Alfie Doughty,eng ENG,ZG,Luton Town,23,37,34,2,8,0,0,5,0,1.3,6.3,94,106,164
Tommy Doyle,eng ENG,LT,Wolves,21,26,11,0,0,0,0,2,0,0.4,0.4,21,81,17
Radu Drăgușin,ro ROU,ZG,Tottenham,21,9,4,0,0,0,0,1,0,0.1,0.0,5,8,1
Martin Dúbravka,sk SVK,G,Newcastle Utd,34,23,22,0,0,0,0,1,0,0.0,0.1,0,0,0
Paul Dummett,wls WAL,ZG,Newcastle Utd,31,5,0,0,0,0,0,0,0,0.0,0.0,1,1,0
Lewis Dunk,eng ENG,ZG,Brighton,31,33,33,3,1,0,0,7,1,3.1,0.9,33,152,13
Jhon Durán,co COL,"AT,LT",Aston Villa,19,23,3,5,0,0,0,5,0,2.0,0.3,9,9,25
George Earthy,eng ENG,AT,West Ham,18,3,0,1,0,0,0,0,0,0.3,0.0,0,1,3
Ederson,br BRA,G,Manchester City,29,33,33,0,0,0,0,5,0,0.0,0.1,0,4,0
Odsonne Édouard,fr FRA,"AT,LT",Crystal Palace,25,30,17,7,0,0,0,4,0,6.2,1.2,33,36,100
John Egan,ie IRL,ZG,Sheffield Utd,30,6,6,0,0,0,0,2,0,0.2,0.0,0,5,1
Hjalmar Ekdal,se SWE,ZG,Burnley,24,8,5,0,0,0,0,2,0,0.1,0.1,5,11,1
Anthony Elanga,se SWE,"AT,LT",Nott'ham Forest,21,36,25,5,9,0,0,1,0,6.6,6.7,98,49,196
Harvey Elliott,eng ENG,"LT,AT",Liverpool,20,34,11,3,6,0,0,2,0,2.7,3.5,44,128,122
Mohamed Elneny,eg EGY,LT,Arsenal,31,3,0,0,0,0,0,0,0,0.1,0.0,1,1,0
Emerson,br BRA,ZG,Tottenham,24,22,11,1,0,0,0,4,0,0.2,0.4,21,57,35
Julio Enciso,py PAR,"LT,AT",Brighton,19,12,5,0,2,0,0,2,0,1.4,1.7,28,21,29
Wataru Endo,jp JPN,LT,Liverpool,30,29,20,1,0,0,0,10,0,0.5,1.7,10,101,21
Christian Eriksen,dk DEN,LT,Manchester Utd,31,22,12,1,2,0,0,1,0,1.0,2.3,20,68,23
Maxime Estève,fr FRA,ZG,Burnley,21,16,15,0,0,0,0,6,0,0.3,0.0,15,40,3
Pervis Estupiñán,ec ECU,ZG,Brighton,25,19,15,2,3,0,0,4,0,1.0,3.5,47,83,88
Jonny Evans,nir NIR,ZG,Manchester Utd,35,23,15,0,1,0,0,2,0,0.1,1.2,7,37,1
Eberechi Eze,eng ENG,"LT,AT",Crystal Palace,25,27,24,11,4,1,1,3,0,9.1,5.2,68,93,139
Łukasz Fabiański,pl POL,G,West Ham,38,10,7,0,0,0,0,0,0,0.0,0.0,0,1,0
Romain Faivre,fr FRA,"LT,AT",Bournemouth,25,5,0,0,0,0,0,1,0,0.2,0.0,4,5,4
Ansu Fati,es ESP,"LT,AT",Brighton,20,19,3,2,0,0,0,2,0,3.4,0.8,16,28,50
Felipe,br BRA,ZG,Nott'ham Forest,34,7,4,0,0,0,0,4,0,0.1,0.1,1,6,0
Evan Ferguson,ie IRL,AT,Brighton,18,27,15,6,0,0,0,1,0,4.6,0.5,13,15,62
Bruno Fernandes,pt POR,"LT,AT",Manchester Utd,28,35,35,10,8,4,5,9,0,10.0,11.8,86,297,182
Enzo Fernández,ar ARG,LT,Chelsea,22,28,26,3,2,1,2,7,0,6.2,3.4,52,210,54
John Fleck,sct SCO,"LT,ZG",Sheffield Utd,31,4,1,0,0,0,0,1,0,0.0,0.4,2,3,0
Mark Flekken,nl NED,G,Brentford,30,37,37,0,1,0,0,3,0,0.0,0.5,0,5,0
Phil Foden,eng ENG,"AT,LT",Manchester City,23,35,33,19,8,0,0,2,0,10.3,8.4,93,168,269
Wes Foderingham,eng ENG,G,Sheffield Utd,32,30,29,0,0,0,0,2,0,0.0,0.1,0,0,0
Pablo Fornals,es ESP,"LT,AT",West Ham,27,15,4,0,0,0,0,0,0,0.3,0.3,4,29,27
Omari Forson,eng ENG,AT,Manchester Utd,19,4,1,0,1,0,0,0,0,0.0,0.2,1,2,2
Lyle Foster,za RSA,"AT,LT",Burnley,22,24,22,5,3,0,0,0,1,4.5,1.9,55,37,104
Matheus França,br BRA,"LT,AT",Crystal Palace,19,10,1,0,1,0,0,1,0,0.4,0.9,12,8,12
Nathan Fraser,ie IRL,AT,Wolves,18,7,1,0,0,0,0,1,0,0.3,0.1,1,2,21
Cody Gakpo,nl NED,"AT,LT",Liverpool,24,35,17,8,5,0,0,1,0,9.0,2.9,43,83,130
Conor Gallagher,eng ENG,LT,Chelsea,23,37,37,5,7,0,0,9,1,4.2,5.0,62,172,122
Idrissa Gana Gueye,sn SEN,LT,Everton,33,25,24,4,0,0,0,8,0,1.3,1.1,29,83,41
Alejandro Garnacho,ar ARG,AT,Manchester Utd,19,36,30,7,4,0,0,4,0,8.4,5.1,178,62,281
James Garner,eng ENG,LT,Everton,22,37,34,1,2,0,0,7,0,2.7,4.6,36,100,76
Saman Ghoddos,ir IRN,ZG,Brentford,29,19,7,1,0,0,0,5,0,0.3,1.1,22,36,31
Morgan Gibbs-White,eng ENG,"LT,AT",Nott'ham Forest,23,37,35,5,10,1,1,9,0,6.9,8.4,80,170,181
Bryan Gil,es ESP,"AT,LT",Tottenham,22,11,2,0,0,0,0,0,0,0.8,0.2,11,16,49
Alfie Gilchrist,eng ENG,ZG,Chelsea,19,11,2,1,0,0,0,1,0,0.3,0.0,1,7,4
Billy Gilmour,sct SCO,LT,Brighton,22,30,24,0,1,0,0,8,1,1.0,2.0,39,193,33
Ben Godfrey,eng ENG,ZG,Everton,25,15,13,0,0,0,0,2,0,1.7,0.3,11,43,26
André Gomes,pt POR,"LT,AT",Everton,30,12,3,1,0,0,0,4,0,0.3,0.4,8,36,29
João Gomes,br BRA,LT,Wolves,22,34,32,2,1,0,0,11,0,1.7,1.1,28,101,44
Toti Gomes,pt POR,ZG,Wolves,24,35,31,1,3,0,0,7,0,1.6,1.2,22,79,11
Joe Gomez,eng ENG,ZG,Liverpool,26,32,17,0,1,0,0,5,0,0.8,1.3,44,100,105
Sergio Gómez,es ESP,"AT,LT",Manchester City,22,6,0,0,1,0,0,0,0,0.2,0.2,4,2,4
Enso Gonzalez,py PAR,"LT,ZG",Wolves,18,1,0,0,0,0,0,0,0,0.0,0.0,0,0,2
Anthony Gordon,eng ENG,AT,Newcastle Utd,22,35,34,11,10,1,1,12,1,10.2,8.0,138,101,232
Kaide Gordon,eng ENG,AT,Liverpool,18,1,0,0,0,0,0,0,0,0.0,0.0,0,1,0
Daniel Gore,eng ENG,LT,Manchester Utd,18,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Ryan Gravenberch,nl NED,LT,Liverpool,21,26,12,1,0,0,0,0,0,2.0,0.9,39,78,71
Ivo Grbić,hr CRO,G,Sheffield Utd,27,9,9,0,0,0,0,1,0,0.0,0.0,0,0,0
Jack Grealish,eng ENG,"AT,LT",Manchester City,27,20,10,3,1,0,0,6,0,2.1,2.5,87,50,146
Pascal Groß,de GER,"LT,ZG",Brighton,32,36,34,4,10,1,1,6,0,6.5,8.1,83,302,180
Marc Guéhi,eng ENG,ZG,Crystal Palace,23,25,23,0,1,0,0,2,0,0.6,0.6,15,67,7
Bruno Guimarães,br BRA,LT,Newcastle Utd,25,37,37,7,8,0,0,9,0,4.8,6.4,65,283,73
Malo Gusto,fr FRA,ZG,Chelsea,20,27,19,0,6,0,0,7,1,0.9,4.3,78,86,135
Joško Gvardiol,hr CRO,ZG,Manchester City,21,28,26,4,1,0,0,3,0,3.1,1.4,63,136,115
Erling Haaland,no NOR,AT,Manchester City,23,31,29,27,5,7,8,1,0,29.2,4.3,35,26,126
Antwoine Hackford,eng ENG,AT,Sheffield Utd,19,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Lewis Hall,eng ENG,ZG,Newcastle Utd,18,18,8,1,0,0,0,2,0,0.3,0.2,19,46,27
Gustavo Hamer,nl NED,LT,Sheffield Utd,26,36,34,4,6,0,0,9,0,3.0,6.1,36,135,86
Luke Harris,wls WAL,LT,Fulham,18,1,0,0,0,0,0,0,0,0.3,0.0,0,1,0
Jack Harrison,eng ENG,"LT,AT",Everton,26,29,25,3,3,0,0,1,0,3.6,3.4,65,62,135
Daiki Hashioka,jp JPN,ZG,Luton Town,24,10,6,0,0,0,0,0,0,0.1,0.7,3,21,16
Kai Havertz,de GER,"LT,AT",Arsenal,24,37,30,13,7,1,1,11,0,12.3,4.4,55,99,191
Jan Paul van Hecke,nl NED,ZG,Brighton,23,28,26,0,0,0,0,4,0,1.2,0.9,25,147,7
Hwang Hee-chan,kr KOR,"AT,LT",Wolves,27,29,25,12,3,1,1,6,0,7.7,3.0,37,37,120
Dean Henderson,eng ENG,G,Crystal Palace,26,18,18,0,0,0,0,2,0,0.0,0.0,0,0,0
Rico Henry,eng ENG,ZG,Brentford,26,5,5,0,1,0,0,1,0,0.1,1.0,13,20,12
Son Heung-min,kr KOR,AT,Tottenham,31,35,34,17,10,2,2,1,0,12.0,11.8,119,139,325
Aaron Hickey,sct SCO,ZG,Brentford,21,9,9,0,0,0,0,5,0,0.2,0.1,9,21,13
James Hill,eng ENG,ZG,Bournemouth,21,5,1,0,0,0,0,0,0,0.0,0.0,0,5,1
Jack Hinshelwood,eng ENG,ZG,Brighton,18,12,8,3,0,0,0,1,0,1.9,0.7,16,19,38
Mason Holgate,eng ENG,ZG,Sheffield Utd,26,10,9,0,0,0,0,3,1,0.6,0.4,0,13,0
Callum Hudson-Odoi,eng ENG,"AT,LT",Nott'ham Forest,22,29,20,8,1,0,0,0,0,2.7,2.8,111,58,171
