Jogador,Nacao,Posicao,Equipe,Idade,Jogos_disputados,Jogos_iniciados,Gols,Assistencias,Penaltis_batidos,Penaltis_convertidos,Amarelos,Vermelhos,Xg,Xag,Carregadas_progressivas,Passes_progressivos,Passes_progressivos_recebidos
Bouna Sarr,sn SEN,ZG,Bayern Munich,31,2,1,0,0,0,0,0,0,0.2,0.0,3,2,4
Joe Scally,us USA,ZG,Gladbach,20,31,25,1,4,0,0,4,0,0.6,1.4,39,75,75
András Schäfer,hu HUN,LT,Union Berlin,24,20,14,1,2,0,0,1,1,1.8,1.5,37,59,71
Patrik Schick,cz CZE,AT,Leverkusen,27,20,12,7,0,1,1,1,0,6.0,1.0,7,17,88
Stefan Schimmer,de GER,"LT,AT",Heidenheim,29,16,0,0,1,0,0,0,0,0.6,0.9,1,2,12
Xaver Schlager,at AUT,LT,RB Leipzig,25,29,29,0,5,0,0,7,0,1.1,2.6,73,230,45
Keven Schlotterbeck,de GER,ZG,Bochum,26,27,24,5,1,0,0,9,0,2.0,0.6,9,93,15
Nico Schlotterbeck,de GER,ZG,Dortmund,23,33,32,2,1,0,0,4,0,3.0,1.9,55,186,11
Romano Schmid,at AUT,"LT,AT",Werder Bremen,23,33,30,4,6,0,0,5,0,5.2,6.3,75,144,165
Kenneth Schmidt,de GER,ZG,Freiburg,21,5,0,0,0,0,0,0,0,0.0,0.1,2,4,3
Benno Schmitz,de GER,ZG,Köln,28,22,13,0,1,0,0,5,0,0.2,0.3,27,70,47
Fabian Schnellhardt,de GER,LT,Darmstadt 98,29,10,2,0,0,0,0,1,0,0.2,0.1,6,15,9
Jan Schöppner,de GER,LT,Heidenheim,24,26,23,2,2,0,0,3,0,1.1,1.5,16,72,32
Marcel Schuhen,de GER,G,Darmstadt 98,30,31,31,0,0,0,0,2,0,0.0,0.0,0,5,0
Marvin Schwäbe,de GER,G,Köln,28,34,34,0,0,0,0,0,0,0.0,0.1,0,3,0
Alexander Schwolow,de GER,G,Union Berlin,31,1,1,0,0,0,0,0,0,0.0,0.0,0,0,0
Nicolas Seiwald,at AUT,LT,RB Leipzig,22,21,6,0,2,0,0,1,0,0.0,0.3,3,33,4
Davie Selke,de GER,AT,Köln,28,19,16,6,0,0,0,3,0,4.8,0.4,9,17,46
Benjamin Šeško,si SVN,AT,RB Leipzig,20,31,17,14,2,0,0,0,0,7.7,1.1,21,22,98
Kevin Sessa,de GER,"LT,AT",Heidenheim,23,30,7,3,0,0,0,1,0,2.9,1.3,29,51,48
Aaron Seydel,de GER,AT,Darmstadt 98,27,16,5,1,0,0,0,1,0,1.0,0.7,7,10,35
Tim Siersleben,de GER,ZG,Heidenheim,23,14,10,0,0,0,0,1,0,0.2,0.5,12,48,1
Kiliann Sildillia,fr FRA,ZG,Freiburg,21,27,20,0,1,0,0,2,1,0.6,0.8,22,70,58
Mohamed Simakan,fr FRA,ZG,RB Leipzig,23,32,23,2,3,0,0,8,0,3.9,3.3,34,106,76
Xavi Simons,nl NED,LT,RB Leipzig,20,32,32,8,11,1,2,11,1,8.3,9.8,151,187,216
Tim Skarke,de GER,"AT,ZG",Darmstadt 98,26,30,29,8,0,0,0,7,0,3.6,2.1,61,80,190
Ellyes Skhiri,tn TUN,LT,Eint Frankfurt,28,27,24,2,2,0,0,1,0,2.3,1.0,10,110,28
Robert Skov,dk DEN,"ZG,AT",Hoffenheim,27,25,14,3,4,0,0,2,0,1.8,1.9,28,71,92
Hrvoje Smolčić,hr CRO,ZG,Eint Frankfurt,22,11,3,1,0,0,0,0,0,1.0,0.0,0,14,0
Danilo Soares,br BRA,ZG,Bochum,31,5,3,0,0,0,0,0,0,0.0,0.1,3,15,8
Borna Sosa,hr CRO,"AT,ZG",Stuttgart,25,2,0,0,0,0,0,0,0,0.0,0.3,5,2,10
Anton Stach,de GER,LT,Hoffenheim,24,31,26,2,3,0,0,4,0,1.7,3.5,49,143,46
Anton Stach,de GER,LT,Mainz 05,24,2,2,0,0,0,0,0,0,0.2,0.1,3,8,10
Jens Stage,dk DEN,LT,Werder Bremen,26,30,26,3,1,0,0,5,1,4.4,1.9,24,85,60
Josip Stanišić,hr CRO,ZG,Leverkusen,23,20,13,3,1,0,0,3,0,0.8,1.7,49,92,63
Niklas Stark,de GER,ZG,Werder Bremen,28,17,12,2,0,0,0,4,0,0.2,0.0,5,37,1
Pascal Stenzel,de GER,ZG,Stuttgart,27,23,14,0,5,0,0,3,1,0.3,3.2,34,85,46
Leonidas Stergiou,ch SUI,ZG,Stuttgart,21,15,6,1,0,0,0,0,0,0.4,0.4,6,17,22
Angelo Stiller,de GER,LT,Hoffenheim,22,1,1,0,0,0,0,0,0,0.1,0.0,2,7,3
Angelo Stiller,de GER,LT,Stuttgart,22,31,30,1,5,0,0,5,0,1.6,5.1,37,220,71
Kevin Stöger,at AUT,LT,Bochum,29,32,32,7,10,4,4,8,0,6.2,9.9,81,283,139
Filip Stojilković,ch SUI,"AT,LT",Darmstadt 98,23,6,0,0,0,0,0,1,0,0.2,0.0,4,3,10
Niklas Süle,de GER,ZG,Dortmund,27,23,14,1,0,0,0,0,0,0.4,0.2,19,83,9
Mattias Svanberg,se SWE,LT,Wolfsburg,24,25,20,1,3,0,0,8,0,3.0,2.3,28,84,52
Attila Szalai,hu HUN,ZG,Hoffenheim,25,4,4,0,0,0,0,1,0,0.0,0.5,2,13,3
Attila Szalai,hu HUN,ZG,Freiburg,25,3,0,0,0,0,0,0,0,0.0,0.1,1,5,0
